Date,Adj Close,Close,High,Low,Open,Volume
2023-07-14,37.959999084472656,37.959999084472656,38.09000015258789,37.33000183105469,37.93000030517578,566100
2023-07-17,37.36000061035156,37.36000061035156,38.34000015258789,37.349998474121094,37.56999969482422,527600
2023-07-18,38.4900016784668,38.4900016784668,38.54999923706055,36.75,37.02000045776367,567400
2023-07-19,39.599998474121094,39.599998474121094,39.72999954223633,38.529998779296875,38.70000076293945,586400
2023-07-20,39.400001525878906,39.400001525878906,39.79999923706055,38.959999084472656,39.33000183105469,577100
2023-07-21,38.9900016784668,38.9900016784668,39.880001068115234,38.97999954223633,39.779998779296875,580300
2023-07-24,38.18000030517578,38.18000030517578,39.060001373291016,37.779998779296875,38.88999938964844,760300
2023-07-25,37.75,37.75,38.33000183105469,37.2599983215332,38.02000045776367,784300
2023-07-26,39.209999084472656,39.209999084472656,39.279998779296875,37.75,37.75,536500
2023-07-27,38.650001525878906,38.650001525878906,39.91999816894531,38.61000061035156,39.400001525878906,724200
2023-07-28,38.56999969482422,38.56999969482422,39.41999816894531,38.43000030517578,39.119998931884766,789000
2023-07-31,39.279998779296875,39.279998779296875,39.650001525878906,38.56999969482422,38.63999938964844,660400
2023-08-01,38.869998931884766,38.869998931884766,39.119998931884766,37.84000015258789,38.849998474121094,899700
2023-08-02,38.95000076293945,38.95000076293945,39.290000915527344,37.61000061035156,38.2400016784668,735900
2023-08-03,39.029998779296875,39.029998779296875,39.400001525878906,38.5099983215332,38.810001373291016,764000
2023-08-04,38.709999084472656,38.709999084472656,40.15999984741211,38.650001525878906,39.5099983215332,930000
2023-08-07,39.540000915527344,39.540000915527344,40.18000030517578,38.9900016784668,39.220001220703125,919900
2023-08-08,38.93000030517578,38.93000030517578,39.439998626708984,38.279998779296875,39.060001373291016,790800
2023-08-09,38.65999984741211,38.65999984741211,39.29999923706055,38.58000183105469,39.11000061035156,883200
2023-08-10,38.599998474121094,38.599998474121094,40.150001525878906,38.400001525878906,38.93000030517578,991900
2023-08-11,37.54999923706055,37.54999923706055,38.540000915527344,37.52000045776367,38.459999084472656,1040800
2023-08-14,36.709999084472656,36.709999084472656,37.279998779296875,36.0,37.0,2132800
2023-08-15,36.369998931884766,36.369998931884766,37.060001373291016,35.91999816894531,36.779998779296875,1739700
2023-08-16,34.36000061035156,34.36000061035156,35.279998779296875,33.36000061035156,35.0,3335300
2023-08-17,33.2599983215332,33.2599983215332,34.849998474121094,33.2400016784668,34.560001373291016,1293500
2023-08-18,34.119998931884766,34.119998931884766,34.38999938964844,32.91999816894531,33.08000183105469,1694400
2023-08-21,33.65999984741211,33.65999984741211,34.599998474121094,33.349998474121094,34.09000015258789,1179000
2023-08-22,33.970001220703125,33.970001220703125,34.20000076293945,33.06999969482422,33.709999084472656,853900
2023-08-23,34.20000076293945,34.20000076293945,34.560001373291016,33.58000183105469,34.0,723200
2023-08-24,33.77000045776367,33.77000045776367,34.5,33.7400016784668,34.31999969482422,742800
2023-08-25,33.04999923706055,33.04999923706055,34.04999923706055,32.790000915527344,34.0,932600
2023-08-28,32.369998931884766,32.369998931884766,33.380001068115234,32.29999923706055,33.0,824900
2023-08-29,32.5099983215332,32.5099983215332,32.72999954223633,32.040000915527344,32.040000915527344,987100
2023-08-30,32.63999938964844,32.63999938964844,32.84000015258789,32.310001373291016,32.47999954223633,1037600
2023-08-31,32.72999954223633,32.72999954223633,33.16999816894531,32.25,32.7400016784668,783300
2023-09-01,32.66999816894531,32.66999816894531,33.099998474121094,32.189998626708984,32.810001373291016,944400
2023-09-05,31.350000381469727,31.350000381469727,32.36000061035156,31.049999237060547,32.36000061035156,1514300
2023-09-06,30.6299991607666,30.6299991607666,31.450000762939453,30.6200008392334,31.290000915527344,1009300
2023-09-07,31.299999237060547,31.299999237060547,31.40999984741211,30.229999542236328,30.389999389648438,1172200
2023-09-08,31.1299991607666,31.1299991607666,31.729999542236328,30.899999618530273,31.209999084472656,981500
2023-09-11,30.540000915527344,30.540000915527344,31.329999923706055,30.149999618530273,31.299999237060547,1345100
2023-09-12,31.209999084472656,31.209999084472656,31.68000030517578,30.18000030517578,30.40999984741211,1115400
2023-09-13,31.670000076293945,31.670000076293945,31.8700008392334,30.8700008392334,31.149999618530273,1295400
2023-09-14,32.36000061035156,32.36000061035156,32.47999954223633,31.43000030517578,31.899999618530273,954000
2023-09-15,31.420000076293945,31.420000076293945,32.29999923706055,31.219999313354492,32.22999954223633,1323000
2023-09-18,31.139999389648438,31.139999389648438,31.600000381469727,31.100000381469727,31.579999923706055,1001600
2023-09-19,31.829999923706055,31.829999923706055,31.93000030517578,30.920000076293945,31.09000015258789,908200
2023-09-20,32.20000076293945,32.20000076293945,33.20000076293945,32.0,32.0,1076600
2023-09-21,31.719999313354492,31.719999313354492,32.52000045776367,31.709999084472656,31.950000762939453,776300
2023-09-22,30.149999618530273,30.149999618530273,31.3700008392334,30.139999389648438,31.350000381469727,1083200
2023-09-25,29.579999923706055,29.579999923706055,30.329999923706055,29.459999084472656,29.780000686645508,998700
2023-09-26,28.920000076293945,28.920000076293945,29.84000015258789,28.860000610351562,29.3799991607666,1519100
2023-09-27,29.450000762939453,29.450000762939453,29.979999542236328,28.940000534057617,29.020000457763672,1549500
2023-09-28,31.049999237060547,31.049999237060547,31.170000076293945,29.43000030517578,29.690000534057617,1195800
