Date,Adj Close,Close,High,Low,Open,Volume
2023-07-14,91.76000213623047,91.76000213623047,92.95999908447266,91.08000183105469,92.95999908447266,671600
2023-07-17,92.26000213623047,92.26000213623047,92.8499984741211,90.0,90.54000091552734,524900
2023-07-18,93.80999755859375,93.80999755859375,93.97000122070312,92.5,92.5,497400
2023-07-19,93.27999877929688,93.27999877929688,94.26000213623047,92.36000061035156,93.5,386500
2023-07-20,93.06999969482422,93.06999969482422,94.0,92.77999877929688,94.0,423000
2023-07-21,91.5,91.5,93.0199966430664,91.5,93.0,429800
2023-07-24,91.56999969482422,91.56999969482422,92.37000274658203,91.31999969482422,91.44000244140625,395900
2023-07-25,91.61000061035156,91.61000061035156,91.86000061035156,90.54000091552734,91.0,489700
2023-07-26,91.19000244140625,91.19000244140625,92.30999755859375,90.91000366210938,91.25,493800
2023-07-27,90.62000274658203,90.62000274658203,91.83000183105469,90.27999877929688,91.5999984741211,538900
2023-07-28,91.62000274658203,91.62000274658203,91.91000366210938,90.62999725341797,91.4800033569336,376700
2023-07-31,92.86000061035156,92.86000061035156,93.77999877929688,92.0,92.41999816894531,716800
2023-08-01,93.7699966430664,93.7699966430664,94.19999694824219,92.1500015258789,92.1500015258789,653100
2023-08-02,91.3499984741211,91.3499984741211,93.4800033569336,91.08000183105469,92.6500015258789,1063600
2023-08-03,82.94999694824219,82.94999694824219,84.11000061035156,78.73999786376953,79.69999694824219,2758500
2023-08-04,80.95999908447266,80.95999908447266,83.0199966430664,80.0199966430664,82.95999908447266,1367500
2023-08-07,80.1500015258789,80.1500015258789,81.86000061035156,79.61000061035156,81.0199966430664,983600
2023-08-08,79.33999633789062,79.33999633789062,79.7300033569336,78.26000213623047,79.23999786376953,896700
2023-08-09,78.2699966430664,78.2699966430664,79.69999694824219,78.16999816894531,79.27999877929688,711200
2023-08-10,77.33999633789062,77.33999633789062,79.04000091552734,76.87000274658203,78.18000030517578,610200
2023-08-11,77.37000274658203,77.37000274658203,77.77999877929688,76.77999877929688,77.4000015258789,684900
2023-08-14,78.16000366210938,78.16000366210938,78.23999786376953,76.08000183105469,76.62000274658203,678300
