Date,Adj Close,Close,High,Low,Open,Volume
2023-07-14,8.84000015258789,8.84000015258789,9.39799976348877,7.400000095367432,7.4120001792907715,13445
2023-07-17,7.973999977111816,7.973999977111816,9.277999877929688,7.840000152587891,8.399999618530273,5565
2023-07-18,7.599999904632568,7.599999904632568,8.23799991607666,7.400000095367432,7.578000068664551,4065
2023-07-19,7.599999904632568,7.599999904632568,8.399999618530273,7.21999979019165,7.21999979019165,1150
2023-07-20,7.423999786376953,7.423999786376953,8.199999809265137,7.400000095367432,7.74399995803833,31185
2023-07-21,4.599999904632568,4.599999904632568,5.400000095367432,4.24399995803833,5.199999809265137,139170
2023-07-24,4.139999866485596,4.139999866485596,4.584000110626221,3.859999895095825,4.558000087738037,40705
2023-07-25,3.700000047683716,3.700000047683716,4.199999809265137,3.51200008392334,4.015999794006348,30735
2023-07-26,4.539999961853027,4.539999961853027,6.760000228881836,3.700000047683716,3.700000047683716,723250
2023-07-27,4.5980000495910645,4.5980000495910645,5.265999794006348,4.0,4.539999961853027,122735
2023-07-28,5.199999809265137,5.199999809265137,6.576000213623047,4.199999809265137,4.21999979019165,189240
2023-07-31,4.78000020980835,4.78000020980835,5.0,4.420000076293945,5.0,33280
2023-08-01,5.0,5.0,5.455999851226807,4.409999847412109,4.71999979019165,42495
2023-08-02,4.625999927520752,4.625999927520752,5.0,4.619999885559082,4.619999885559082,10775
2023-08-03,4.656000137329102,4.656000137329102,4.914000034332275,4.619999885559082,4.619999885559082,9180
2023-08-04,4.638000011444092,4.638000011444092,4.829999923706055,4.400000095367432,4.599999904632568,7800
2023-08-07,5.099999904632568,5.099999904632568,5.400000095367432,4.760000228881836,4.860000133514404,30940
2023-08-08,4.806000232696533,4.806000232696533,5.599999904632568,4.800000190734863,5.139999866485596,26545
2023-08-09,5.248000144958496,5.248000144958496,5.498000144958496,4.800000190734863,4.900000095367432,12145
2023-08-10,5.119999885559082,5.119999885559082,5.3979997634887695,4.800000190734863,5.199999809265137,10050
2023-08-11,4.941999912261963,4.941999912261963,5.052000045776367,4.5,5.052000045776367,13800
2023-08-14,4.50600004196167,4.50600004196167,4.920000076293945,4.5,4.840000152587891,10500
2023-08-15,4.013999938964844,4.013999938964844,4.576000213623047,3.7200000286102295,4.400000095367432,14465
2023-08-16,4.122000217437744,4.122000217437744,4.375999927520752,3.8239998817443848,3.9600000381469727,6660
2023-08-17,4.260000228881836,4.260000228881836,4.400000095367432,4.119999885559082,4.188000202178955,6860
2023-08-18,5.797999858856201,5.797999858856201,6.199999809265137,4.122000217437744,4.572000026702881,99060
2023-08-21,4.605999946594238,4.605999946594238,5.173999786376953,4.460000038146973,4.489999771118164,36745
2023-08-22,4.400000095367432,4.400000095367432,4.7779998779296875,4.400000095367432,4.539999961853027,13955
2023-08-23,4.460000038146973,4.460000038146973,4.760000228881836,4.199999809265137,4.368000030517578,33755
2023-08-24,4.579999923706055,4.579999923706055,4.705999851226807,4.306000232696533,4.682000160217285,8115
