Date,Adj Close,Close,High,Low,Open,Volume
2023-07-14,16.239999771118164,16.239999771118164,17.450000762939453,16.15999984741211,17.450000762939453,426900
2023-07-17,15.84000015258789,15.84000015258789,16.3799991607666,15.640000343322754,15.800000190734863,468000
2023-07-18,16.81999969482422,16.81999969482422,17.260000228881836,16.239999771118164,16.239999771118164,307900
2023-07-19,17.979999542236328,17.979999542236328,18.010000228881836,17.049999237060547,17.299999237060547,274000
2023-07-20,17.850000381469727,17.850000381469727,17.969999313354492,17.350000381469727,17.969999313354492,299500
2023-07-21,17.3799991607666,17.3799991607666,17.969999313354492,17.360000610351562,17.93000030517578,232500
2023-07-24,17.719999313354492,17.719999313354492,17.81999969482422,17.280000686645508,17.280000686645508,321700
2023-07-25,18.670000076293945,18.670000076293945,18.68000030517578,17.700000762939453,17.850000381469727,253300
2023-07-26,18.75,18.75,18.770000457763672,18.329999923706055,18.600000381469727,178100
2023-07-27,17.700000762939453,17.700000762939453,18.93000030517578,17.690000534057617,18.8700008392334,150700
2023-07-28,17.8799991607666,17.8799991607666,18.170000076293945,17.790000915527344,17.860000610351562,215600
2023-07-31,17.709999084472656,17.709999084472656,18.25,17.559999465942383,18.0,200800
2023-08-01,17.479999542236328,17.479999542236328,17.719999313354492,17.100000381469727,17.610000610351562,205000
2023-08-02,17.3700008392334,17.3700008392334,17.510000228881836,16.950000762939453,17.43000030517578,197200
2023-08-03,17.5,17.5,17.6299991607666,17.040000915527344,17.399999618530273,231600
2023-08-04,33.7599983215332,33.7599983215332,35.0,25.0,25.649999618530273,7522800
2023-08-07,31.260000228881836,31.260000228881836,33.7400016784668,30.940000534057617,33.0,1737000
2023-08-08,38.41999816894531,38.41999816894531,39.380001068115234,33.5099983215332,34.95000076293945,2757300
2023-08-09,37.529998779296875,37.529998779296875,39.290000915527344,36.7599983215332,38.5,1196100
2023-08-10,38.06999969482422,38.06999969482422,38.810001373291016,37.52000045776367,37.97999954223633,417000
2023-08-11,39.5099983215332,39.5099983215332,39.709999084472656,37.77000045776367,38.0,849000
2023-08-14,40.15999984741211,40.15999984741211,40.349998474121094,39.119998931884766,39.220001220703125,731400
2023-08-15,39.779998779296875,39.779998779296875,40.689998626708984,38.65999984741211,39.779998779296875,447600
2023-08-16,39.52000045776367,39.52000045776367,40.880001068115234,39.5,39.68000030517578,757700
2023-08-17,39.5099983215332,39.5099983215332,39.709999084472656,37.91999816894531,39.27000045776367,843300
2023-08-18,39.75,39.75,40.43000030517578,38.65999984741211,39.209999084472656,843500
2023-08-21,39.880001068115234,39.880001068115234,41.47999954223633,39.83000183105469,40.45000076293945,562500
2023-08-22,40.0099983215332,40.0099983215332,40.38999938964844,39.5,39.7599983215332,343600
2023-08-23,39.86000061035156,39.86000061035156,40.5,39.369998931884766,39.7599983215332,262300
2023-08-24,39.91999816894531,39.91999816894531,40.2400016784668,39.2599983215332,39.66999816894531,252900
2023-08-25,39.41999816894531,39.41999816894531,39.91999816894531,39.16999816894531,39.52000045776367,264700
2023-08-28,41.720001220703125,41.720001220703125,41.720001220703125,39.45000076293945,39.45000076293945,376300
2023-08-29,45.279998779296875,45.279998779296875,45.459999084472656,41.779998779296875,41.869998931884766,729700
2023-08-30,46.25,46.25,46.77000045776367,44.290000915527344,44.9900016784668,412600
2023-08-31,45.869998931884766,45.869998931884766,46.86000061035156,45.59000015258789,46.0099983215332,504500
2023-09-01,45.939998626708984,45.939998626708984,46.86000061035156,45.7599983215332,45.880001068115234,356400
2023-09-05,45.38999938964844,45.38999938964844,46.61000061035156,45.040000915527344,45.93000030517578,573000
2023-09-06,43.45000076293945,43.45000076293945,46.18000030517578,43.16999816894531,45.650001525878906,355400
2023-09-07,43.09000015258789,43.09000015258789,44.47999954223633,43.08000183105469,43.459999084472656,372900
2023-09-08,41.75,41.75,43.38999938964844,41.58000183105469,42.650001525878906,218900
